"transformation_date","item_name","Transformation_ID","Lot_ID","farm_name","Harvesting_ID","product_desc","quantity","transformer_quantity","transfored_product_desc","lot_code_hyperlink","Subsequent_ID","is_contaminated"
"2023-02-09","potato","TR1171","1171","Meadowlark Farm","H1171","Meadowlark Farm,potato,9137,LBS",9137,265,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Meadowlark Farm_1171","1171","false"
"2022-10-13","cilantro","TR1172","1172","Orchard Valley Farm","H1172","Orchard Valley Farm,cilantro,7190,LBS",7190,8080,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Orchard Valley Farm_1172","1172","false"
"2022-08-14","chili peppers","TR1173","1173","Sunny Fields Farm ","H1173","Sunny Fields Farm ,chili peppers,5769,LBS",5769,6430,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Sunny Fields Farm _1173","1173","true"
"2022-04-16","potato","TR1174","1174","Meadowlark Farm","H1174","Meadowlark Farm,potato,9003,LBS",9003,7950,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Meadowlark Farm_1174","1174","false"
"2022-07-12","melons","TR1175","1175","roland farms","H1175","roland farms,melons,3601,LBS",3601,3118,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","roland farms_1175","1175","false"
"2022-05-28","melons","TR1176","1176","roland farms","H1176","roland farms,melons,3375,LBS",3375,7230,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","roland farms_1176","1176","false"
"2022-01-26","spinach","TR1177","1177","Cerritos Farm","H1177","Cerritos Farm,spinach,1198,LBS",1198,9269,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Cerritos Farm_1177","1177","true"
"2022-02-10","melons","TR1178","1178","scissortail farms","H1178","scissortail farms,melons,3104,LBS",3104,4302,"ACME BRAND, FROZEN SALAD, 25 LB CASE","scissortail farms_1178","1178","false"
"2022-09-08","Tomatoes","TR1179","1179","Burnt Mill Farm","H1179","Burnt Mill Farm,Tomatoes,4052,LBS",4052,1008,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Burnt Mill Farm_1179","1179","false"
"2021-09-13","kale","TR1180","1180","Potomac Vegetable Farms","H1180","Potomac Vegetable Farms,kale,2193,LBS",2193,2622,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Potomac Vegetable Farms_1180","1180","false"
"2023-02-06","spinach","TR1181","1181","Mena Farm","H1181","Mena Farm,spinach,1113,LBS",1113,1164,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Mena Farm_1181","1181","false"
"2021-08-16","potato","TR1182","1182","Deep Root Farms","H1182","Deep Root Farms,potato,8663,LBS",8663,3698,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Deep Root Farms_1182","1182","false"
"2021-11-01","Tomatoes","TR1183","1183","Stonehall Farm","H1183","Stonehall Farm,Tomatoes,4340,LBS",4340,9779,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Stonehall Farm_1183","1183","true"
"2021-11-22","basil","TR1184","1184","Sweetwater Farm ","H1184","Sweetwater Farm ,basil,6707,LBS",6707,4554,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Sweetwater Farm _1184","1184","false"
"2021-08-25","Tomatoes","TR1185","1185","Burnt Mill Farm","H1185","Burnt Mill Farm,Tomatoes,3834,LBS",3834,438,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Burnt Mill Farm_1185","1185","false"
"2022-08-02","melons","TR1186","1186","roland farms","H1186","roland farms,melons,3344,LBS",3344,2836,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","roland farms_1186","1186","true"
"2022-10-30","basil","TR1187","1187","Orchard Valley Farm","H1187","Orchard Valley Farm,basil,7143,LBS",7143,2884,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Orchard Valley Farm_1187","1187","false"
"2022-06-02","kale","TR1188","1188","Starview Farms","H1188","Starview Farms,kale,2076,LBS",2076,6066,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Starview Farms_1188","1188","false"
"2022-08-03","parsley","TR1189","1189","Meadowbrook Farm","H1189","Meadowbrook Farm,parsley,7931,LBS",7931,5403,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Meadowbrook Farm_1189","1189","false"
"2023-01-13","spinach","TR1190","1190","Cerritos Farm","H1190","Cerritos Farm,spinach,1465,LBS",1465,9721,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Cerritos Farm_1190","1190","false"
"2023-02-04","parsley","TR1191","1191","Sunnydale Farm","H1191","Sunnydale Farm,parsley,7906,LBS",7906,4914,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Sunnydale Farm_1191","1191","false"
"2022-07-19","parsley","TR1192","1192","Meadowbrook Farm","H1192","Meadowbrook Farm,parsley,8077,LBS",8077,6332,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Meadowbrook Farm_1192","1192","false"
"2022-09-23","Tomatoes","TR1193","1193","Burnt Mill Farm","H1193","Burnt Mill Farm,Tomatoes,3811,LBS",3811,3096,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Burnt Mill Farm_1193","1193","false"
"2023-02-13","parsley","TR1194","1194","Meadowbrook Farm","H1194","Meadowbrook Farm,parsley,8125,LBS",8125,566,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Meadowbrook Farm_1194","1194","false"
"2023-01-08","lettuce","TR1195","1195","Hidden gems Farm","H1195","Hidden gems Farm,lettuce,276,LBS",276,511,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Hidden gems Farm_1195","1195","false"
"2022-07-11","basil","TR1196","1196","Sweetwater Farm ","H1196","Sweetwater Farm ,basil,6690,LBS",6690,1914,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Sweetwater Farm _1196","1196","false"
"2022-05-05","melons","TR1197","1197","roland farms","H1197","roland farms,melons,3486,LBS",3486,426,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","roland farms_1197","1197","false"
"2021-10-16","Item","TR1198","1198","Meadowlark Farm","H1198","Meadowlark Farm,Item,9365,LBS",9365,616,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Meadowlark Farm_1198","1198","false"
"2023-02-14","arugula","TR1199","1199","Potomac Vegetable Farms","H1199","Potomac Vegetable Farms,arugula,2640,LBS",2640,6295,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Potomac Vegetable Farms_1199","1199","false"
"2022-07-26","basil","TR1200","1200","Orchard Valley Farm","H1200","Orchard Valley Farm,basil,7087,LBS",7087,633,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Orchard Valley Farm_1200","1200","false"
"2022-09-20","basil","TR1201","1201","Orchard Valley Farm","H1201","Orchard Valley Farm,basil,7041,LBS",7041,1119,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Orchard Valley Farm_1201","1201","false"
"2022-02-20","basil","TR1202","1202","Sweetwater Farm ","H1202","Sweetwater Farm ,basil,6814,LBS",6814,1878,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Sweetwater Farm _1202","1202","true"
"2021-09-10","arugula","TR1203","1203","Potomac Vegetable Farms","H1203","Potomac Vegetable Farms,arugula,2593,LBS",2593,4857,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Potomac Vegetable Farms_1203","1203","false"
"2022-04-14","Tomatoes","TR1204","1204","roland farms","H1204","roland farms,Tomatoes,3636,LBS",3636,8474,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","roland farms_1204","1204","false"
"2022-08-24","bell peppers","TR1205","1205","Sunny Fields Farm ","H1205","Sunny Fields Farm ,bell peppers,5558,LBS",5558,334,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Sunny Fields Farm _1205","1205","false"
"2023-01-27","arugula","TR1206","1206","scissortail farms","H1206","scissortail farms,arugula,2800,LBS",2800,991,"ACME BRAND, FROZEN SALAD, 25 LB CASE","scissortail farms_1206","1206","true"
"2022-02-19","chili peppers","TR1207","1207","Harvest Moon Farms","H1207","Harvest Moon Farms,chili peppers,6047,LBS",6047,1843,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Harvest Moon Farms_1207","1207","false"
"2022-08-18","bell peppers","TR1208","1208","Sunny Fields Farm ","H1208","Sunny Fields Farm ,bell peppers,5499,LBS",5499,9186,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Sunny Fields Farm _1208","1208","false"
"2022-03-27","chili peppers","TR1209","1209","Harvest Moon Farms","H1209","Harvest Moon Farms,chili peppers,6183,LBS",6183,7283,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Harvest Moon Farms_1209","1209","false"
"2022-06-02","lettuce","TR1210","1210","Mena Farm","H1210","Mena Farm,lettuce,776,LBS",776,1238,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Mena Farm_1210","1210","false"
"2022-02-17","spinach","TR1211","1211","Mena Farm","H1211","Mena Farm,spinach,822,LBS",822,2346,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Mena Farm_1211","1211","false"
"2021-09-01","chili peppers","TR1212","1212","Harvest Moon Farms","H1212","Harvest Moon Farms,chili peppers,5848,LBS",5848,1016,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Harvest Moon Farms_1212","1212","false"
"2022-05-06","kale","TR1213","1213","Starview Farms","H1213","Starview Farms,kale,2072,LBS",2072,2869,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Starview Farms_1213","1213","false"
"2022-04-13","spinach","TR1214","1214","Cerritos Farm","H1214","Cerritos Farm,spinach,1383,LBS",1383,7520,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Cerritos Farm_1214","1214","false"
"2022-01-04","basil","TR1215","1215","Sweetwater Farm ","H1215","Sweetwater Farm ,basil,6832,LBS",6832,3059,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Sweetwater Farm _1215","1215","false"
"2022-03-18","kale","TR1216","1216","Cerritos Farm","H1216","Cerritos Farm,kale,1614,LBS",1614,7090,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Cerritos Farm_1216","1216","true"
"2022-05-09","chili peppers","TR1217","1217","Harvest Moon Farms","H1217","Harvest Moon Farms,chili peppers,5896,LBS",5896,139,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Harvest Moon Farms_1217","1217","false"
"2022-06-26","arugula","TR1218","1218","scissortail farms","H1218","scissortail farms,arugula,2805,LBS",2805,456,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","scissortail farms_1218","1218","false"
"2022-02-04","spinach","TR1219","1219","Cerritos Farm","H1219","Cerritos Farm,spinach,1306,LBS",1306,3706,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Cerritos Farm_1219","1219","false"
"2022-09-05","spinach","TR1220","1220","Mena Farm","H1220","Mena Farm,spinach,883,LBS",883,1529,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Mena Farm_1220","1220","false"
"2022-07-03","cilantro","TR1221","1221","Sunnydale Farm","H1221","Sunnydale Farm,cilantro,7679,LBS",7679,446,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Sunnydale Farm_1221","1221","false"
"2021-11-11","basil","TR1222","1222","Sweetwater Farm ","H1222","Sweetwater Farm ,basil,6849,LBS",6849,1816,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Sweetwater Farm _1222","1222","false"
"2022-09-29","kale","TR1223","1223","Cerritos Farm","H1223","Cerritos Farm,kale,1530,LBS",1530,580,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Cerritos Farm_1223","1223","false"
"2022-05-13","parsley","TR1224","1224","Meadowbrook Farm","H1224","Meadowbrook Farm,parsley,7987,LBS",7987,1498,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Meadowbrook Farm_1224","1224","false"
"2021-09-24","chili peppers","TR1225","1225","Harvest Moon Farms","H1225","Harvest Moon Farms,chili peppers,5928,LBS",5928,3553,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Harvest Moon Farms_1225","1225","false"
"2022-12-14","potato","TR1226","1226","Meadowlark Farm","H1226","Meadowlark Farm,potato,9204,LBS",9204,4489,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Meadowlark Farm_1226","1226","false"
"2022-12-12","potato","TR1227","1227","Meadowlark Farm","H1227","Meadowlark Farm,potato,9054,LBS",9054,5937,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Meadowlark Farm_1227","1227","false"
"2022-04-22","parsley","TR1228","1228","Deep Root Farms","H1228","Deep Root Farms,parsley,8569,LBS",8569,7580,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Deep Root Farms_1228","1228","false"
"2022-02-05","chili peppers","TR1229","1229","Harvest Moon Farms","H1229","Harvest Moon Farms,chili peppers,6182,LBS",6182,9035,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Harvest Moon Farms_1229","1229","false"
"2022-03-08","arugula","TR1230","1230","Potomac Vegetable Farms","H1230","Potomac Vegetable Farms,arugula,2628,LBS",2628,3413,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Potomac Vegetable Farms_1230","1230","false"
"2021-12-26","basil","TR1231","1231","Sweetwater Farm ","H1231","Sweetwater Farm ,basil,6510,LBS",6510,2881,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Sweetwater Farm _1231","1231","false"
"2022-06-12","parsley","TR1232","1232","Meadowbrook Farm","H1232","Meadowbrook Farm,parsley,8207,LBS",8207,1381,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Meadowbrook Farm_1232","1232","false"
"2022-08-22","Tomatoes","TR1233","1233","Burnt Mill Farm","H1233","Burnt Mill Farm,Tomatoes,4087,LBS",4087,518,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Burnt Mill Farm_1233","1233","false"
"2022-01-21","basil","TR1234","1234","Sweetwater Farm ","H1234","Sweetwater Farm ,basil,6874,LBS",6874,5712,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Sweetwater Farm _1234","1234","true"
"2023-02-09","potato","TR1235","1235","Deep Root Farms","H1235","Deep Root Farms,potato,8864,LBS",8864,169,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Deep Root Farms_1235","1235","false"
"2023-02-20","lettuce","TR1236","1236","Hidden gems Farm","H1236","Hidden gems Farm,lettuce,618,LBS",618,8411,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Hidden gems Farm_1236","1236","false"
"2022-10-30","bell peppers","TR1237","1237","Sunny Fields Farm ","H1237","Sunny Fields Farm ,bell peppers,5455,LBS",5455,5729,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Sunny Fields Farm _1237","1237","false"
"2023-02-28","Item","TR1238","1238","Meadowlark Farm","H1238","Meadowlark Farm,Item,9424,LBS",9424,5756,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Meadowlark Farm_1238","1238","false"
"2022-07-25","cilantro","TR1239","1239","Sunnydale Farm","H1239","Sunnydale Farm,cilantro,7805,LBS",7805,5017,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Sunnydale Farm_1239","1239","false"
"2022-05-24","parsley","TR1240","1240","Deep Root Farms","H1240","Deep Root Farms,parsley,8548,LBS",8548,8977,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Deep Root Farms_1240","1240","false"
"2022-07-11","Cucumbers","TR1241","1241","Stonehall Farm","H1241","Stonehall Farm,Cucumbers,4465,LBS",4465,8888,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Stonehall Farm_1241","1241","false"
"2022-08-14","spinach","TR1242","1242","Mena Farm","H1242","Mena Farm,spinach,1088,LBS",1088,8670,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Mena Farm_1242","1242","false"
"2022-10-06","chili peppers","TR1243","1243","Harvest Moon Farms","H1243","Harvest Moon Farms,chili peppers,6261,LBS",6261,2236,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Harvest Moon Farms_1243","1243","false"
"2022-08-06","arugula","TR1244","1244","Potomac Vegetable Farms","H1244","Potomac Vegetable Farms,arugula,2614,LBS",2614,2329,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Potomac Vegetable Farms_1244","1244","false"
"2022-08-30","parsley","TR1245","1245","Meadowbrook Farm","H1245","Meadowbrook Farm,parsley,8286,LBS",8286,4911,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Meadowbrook Farm_1245","1245","true"
"2022-03-23","lettuce","TR1246","1246","Hidden gems Farm","H1246","Hidden gems Farm,lettuce,535,LBS",535,6818,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Hidden gems Farm_1246","1246","false"
"2021-10-24","kale","TR1247","1247","Starview Farms","H1247","Starview Farms,kale,1787,LBS",1787,4084,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Starview Farms_1247","1247","false"
"2022-05-31","chili peppers","TR1248","1248","Harvest Moon Farms","H1248","Harvest Moon Farms,chili peppers,6187,LBS",6187,7585,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Harvest Moon Farms_1248","1248","false"
"2022-11-07","potato","TR1249","1249","Deep Root Farms","H1249","Deep Root Farms,potato,8804,LBS",8804,5682,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Deep Root Farms_1249","1249","false"
"2022-06-07","arugula","TR1250","1250","Potomac Vegetable Farms","H1250","Potomac Vegetable Farms,arugula,2559,LBS",2559,1311,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Potomac Vegetable Farms_1250","1250","false"
"2022-10-08","lettuce","TR1251","1251","Hidden gems Farm","H1251","Hidden gems Farm,lettuce,363,LBS",363,6085,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Hidden gems Farm_1251","1251","false"
"2021-09-11","parsley","TR1252","1252","Meadowbrook Farm","H1252","Meadowbrook Farm,parsley,8243,LBS",8243,1174,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Meadowbrook Farm_1252","1252","false"
"2022-05-05","kale","TR1253","1253","Starview Farms","H1253","Starview Farms,kale,2053,LBS",2053,479,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Starview Farms_1253","1253","false"
"2021-10-16","cilantro","TR1254","1254","Sunnydale Farm","H1254","Sunnydale Farm,cilantro,7822,LBS",7822,2009,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Sunnydale Farm_1254","1254","false"
"2022-02-08","Cucumbers","TR1255","1255","Green Acres Farm","H1255","Green Acres Farm,Cucumbers,4993,LBS",4993,2344,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Green Acres Farm_1255","1255","false"
"2022-09-20","Cucumbers","TR1256","1256","Green Acres Farm","H1256","Green Acres Farm,Cucumbers,5028,LBS",5028,2065,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Green Acres Farm_1256","1256","false"
"2022-07-12","spinach","TR1257","1257","Mena Farm","H1257","Mena Farm,spinach,1127,LBS",1127,2884,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Mena Farm_1257","1257","false"
"2022-09-03","Tomatoes","TR1258","1258","Burnt Mill Farm","H1258","Burnt Mill Farm,Tomatoes,4012,LBS",4012,8851,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Burnt Mill Farm_1258","1258","false"
"2022-08-25","spinach","TR1259","1259","Mena Farm","H1259","Mena Farm,spinach,858,LBS",858,194,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Mena Farm_1259","1259","true"
"2022-10-24","spinach","TR1260","1260","Cerritos Farm","H1260","Cerritos Farm,spinach,1406,LBS",1406,268,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Cerritos Farm_1260","1260","false"
"2022-10-08","melons","TR1261","1261","roland farms","H1261","roland farms,melons,3311,LBS",3311,9011,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","roland farms_1261","1261","false"
"2022-02-24","potato","TR1262","1262","Meadowlark Farm","H1262","Meadowlark Farm,potato,9229,LBS",9229,7438,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Meadowlark Farm_1262","1262","false"
"2022-10-07","melons","TR1263","1263","scissortail farms","H1263","scissortail farms,melons,2968,LBS",2968,839,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","scissortail farms_1263","1263","false"
"2022-11-29","Cucumbers","TR1264","1264","Green Acres Farm","H1264","Green Acres Farm,Cucumbers,4791,LBS",4791,2542,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Green Acres Farm_1264","1264","true"
"2023-01-20","cilantro","TR1265","1265","Sunnydale Farm","H1265","Sunnydale Farm,cilantro,7470,LBS",7470,5914,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Sunnydale Farm_1265","1265","false"
"2023-01-08","potato","TR1266","1266","Deep Root Farms","H1266","Deep Root Farms,potato,8642,LBS",8642,2621,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Deep Root Farms_1266","1266","false"
"2022-11-27","bell peppers","TR1267","1267","Sunny Fields Farm ","H1267","Sunny Fields Farm ,bell peppers,5756,LBS",5756,1580,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Sunny Fields Farm _1267","1267","false"
"2022-12-22","parsley","TR1268","1268","Meadowbrook Farm","H1268","Meadowbrook Farm,parsley,8150,LBS",8150,3583,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Meadowbrook Farm_1268","1268","false"
"2023-01-18","cilantro","TR1269","1269","Sunnydale Farm","H1269","Sunnydale Farm,cilantro,7748,LBS",7748,5667,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Sunnydale Farm_1269","1269","false"
"2022-12-24","melons","TR1270","1270","scissortail farms","H1270","scissortail farms,melons,3011,LBS",3011,5939,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","scissortail farms_1270","1270","false"
"2022-05-27","parsley","TR1271","1271","Deep Root Farms","H1271","Deep Root Farms,parsley,8489,LBS",8489,8581,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Deep Root Farms_1271","1271","false"
"2022-02-04","lettuce","TR1272","1272","Hidden gems Farm","H1272","Hidden gems Farm,lettuce,347,LBS",347,2730,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Hidden gems Farm_1272","1272","false"
"2021-12-23","parsley","TR1273","1273","Meadowbrook Farm","H1273","Meadowbrook Farm,parsley,8193,LBS",8193,4251,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Meadowbrook Farm_1273","1273","false"
"2022-09-06","basil","TR1274","1274","Orchard Valley Farm","H1274","Orchard Valley Farm,basil,6999,LBS",6999,2997,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Orchard Valley Farm_1274","1274","false"
"2021-12-14","cilantro","TR1275","1275","Sunnydale Farm","H1275","Sunnydale Farm,cilantro,7553,LBS",7553,5005,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Sunnydale Farm_1275","1275","false"
"2021-12-30","Tomatoes","TR1276","1276","Burnt Mill Farm","H1276","Burnt Mill Farm,Tomatoes,3791,LBS",3791,8285,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Burnt Mill Farm_1276","1276","false"
"2022-12-27","bell peppers","TR1277","1277","Sunny Fields Farm ","H1277","Sunny Fields Farm ,bell peppers,5342,LBS",5342,2561,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Sunny Fields Farm _1277","1277","false"
"2021-08-24","melons","TR1278","1278","scissortail farms","H1278","scissortail farms,melons,3117,LBS",3117,7686,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","scissortail farms_1278","1278","false"
"2022-10-24","chili peppers","TR1279","1279","Harvest Moon Farms","H1279","Harvest Moon Farms,chili peppers,5974,LBS",5974,5818,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Harvest Moon Farms_1279","1279","true"
"2021-08-04","spinach","TR1280","1280","Mena Farm","H1280","Mena Farm,spinach,1115,LBS",1115,6734,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Mena Farm_1280","1280","false"
"2022-08-14","cilantro","TR1281","1281","Sunnydale Farm","H1281","Sunnydale Farm,cilantro,7458,LBS",7458,7546,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Sunnydale Farm_1281","1281","false"
"2022-06-27","potato","TR1282","1282","Meadowlark Farm","H1282","Meadowlark Farm,potato,9239,LBS",9239,5213,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Meadowlark Farm_1282","1282","false"
"2022-08-06","potato","TR1283","1283","Deep Root Farms","H1283","Deep Root Farms,potato,8827,LBS",8827,4913,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Deep Root Farms_1283","1283","false"
"2021-12-06","parsley","TR1284","1284","Meadowbrook Farm","H1284","Meadowbrook Farm,parsley,8033,LBS",8033,3726,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Meadowbrook Farm_1284","1284","false"
"2022-12-15","bell peppers","TR1285","1285","Green Acres Farm","H1285","Green Acres Farm,bell peppers,5216,LBS",5216,6969,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Green Acres Farm_1285","1285","false"
"2021-12-09","Item","TR1286","1286","Meadowlark Farm","H1286","Meadowlark Farm,Item,9433,LBS",9433,3942,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Meadowlark Farm_1286","1286","false"
